date,close,currency
2023-10-09,96.1,GBP
2023-10-10,95.96,GBP
2023-10-11,97.27,GBP
2023-10-12,97.34,GBP
2023-10-13,96.37,GBP
2023-10-16,95.44,GBP
2023-10-17,97.3,GBP
2023-10-18,98.24,GBP
2023-10-19,97.22,GBP
2023-10-20,96.25,GBP
2023-10-23,97.05,GBP
2023-10-24,97.36,GBP
2023-10-25,97.46,GBP
2023-10-26,96.3,GBP
2023-10-27,96.93,GBP
2023-10-30,96.63,GBP
2023-10-31,94.24,GBP
2023-11-01,94.35,GBP
2023-11-02,94.48,GBP
2023-11-03,94.95,GBP
2023-11-06,94.57,GBP
2023-11-07,93.41,GBP
2023-11-08,93.24,GBP
2023-11-09,92.94,GBP
2023-11-10,92.82,GBP
2023-11-13,94.02,GBP
2023-11-14,94.13,GBP
2023-11-15,93.69,GBP
2023-11-16,92.13,GBP
2023-11-17,93.26,GBP
2023-11-20,93.44,GBP
2023-11-21,94.28,GBP
2023-11-22,94.29,GBP
2023-11-23,93.4,GBP
2023-11-24,92.35,GBP
2023-11-27,92.11,GBP
2023-11-28,92.47,GBP
2023-11-29,91.89,GBP
2023-11-30,91.92,GBP
2023-12-01,92.04,GBP
2023-12-04,92.03,GBP
2023-12-05,92.38,GBP
2023-12-06,92.95,GBP
2023-12-07,93.05,GBP
2023-12-08,92.46,GBP
2023-12-11,93.28,GBP
2023-12-12,93.19,GBP
2023-12-13,93.1,GBP
2023-12-14,93.55,GBP
2023-12-15,93.87,GBP
2023-12-18,94.97,GBP
2023-12-19,93.57,GBP
2023-12-20,94.71,GBP
2023-12-21,94.74,GBP
2023-12-22,95.39,GBP
2023-12-25,96.32,GBP
2023-12-26,97.01,GBP
2023-12-27,96.59,GBP
2023-12-28,96.66,GBP
2023-12-29,97.6,GBP
2024-01-01,97.3,GBP
2024-01-02,96.6,GBP
2024-01-03,95.96,GBP
2024-01-04,96.42,GBP
2024-01-05,96.4,GBP
2024-01-08,96.23,GBP
2024-01-09,97.03,GBP
2024-01-10,97.43,GBP
2024-01-11,96.3,GBP
2024-01-12,96.31,GBP
2024-01-15,95.73,GBP
2024-01-16,95.3,GBP
2024-01-17,94.45,GBP
2024-01-18,95.41,GBP
2024-01-19,95.62,GBP
2024-01-22,96.28,GBP
2024-01-23,94.06,GBP
2024-01-24,93.82,GBP
2024-01-25,93.5,GBP
2024-01-26,93.9,GBP
2024-01-29,93.23,GBP
2024-01-30,94.24,GBP
2024-01-31,95.25,GBP
2024-02-01,95.57,GBP
2024-02-02,95.08,GBP
2024-02-05,94.32,GBP
2024-02-06,94.98,GBP
2024-02-07,93.4,GBP
2024-02-08,93.44,GBP
2024-02-09,94.23,GBP
2024-02-12,93.71,GBP
2024-02-13,94.72,GBP
2024-02-14,95.57,GBP
2024-02-15,94.71,GBP
2024-02-16,95.06,GBP
2024-02-19,94.69,GBP
2024-02-20,93.62,GBP
2024-02-21,95.9,GBP
2024-02-22,96.17,GBP
2024-02-23,96.99,GBP
2024-02-26,97.54,GBP
2024-02-27,98.31,GBP
2024-02-28,97.16,GBP
2024-02-29,98.11,GBP
2024-03-01,98.08,GBP
2024-03-04,97.21,GBP
2024-03-05,97.42,GBP
2024-03-06,99.2,GBP
2024-03-07,98.36,GBP
2024-03-08,96.73,GBP
2024-03-11,96.02,GBP
2024-03-12,96.18,GBP
2024-03-13,96.81,GBP
2024-03-14,96.62,GBP
2024-03-15,97.84,GBP
2024-03-18,100.36,GBP
2024-03-19,100.69,GBP
2024-03-20,102.06,GBP
2024-03-21,101.65,GBP
2024-03-22,102.07,GBP
2024-03-25,101.49,GBP
2024-03-26,102.57,GBP
2024-03-27,100.93,GBP
2024-03-28,101.75,GBP
2024-03-29,101.23,GBP
2024-04-01,101.95,GBP
2024-04-02,102.21,GBP
2024-04-03,102.13,GBP
2024-04-04,102.37,GBP
2024-04-05,102.06,GBP
2024-04-08,101.43,GBP
2024-04-09,100.13,GBP
2024-04-10,101.3,GBP
2024-04-11,101.57,GBP
2024-04-12,101.55,GBP
2024-04-15,101.57,GBP
2024-04-16,100.75,GBP
2024-04-17,100.3,GBP
2024-04-18,99.78,GBP
2024-04-19,99.09,GBP
2024-04-22,99.63,GBP
2024-04-23,99.96,GBP
2024-04-24,100.06,GBP
2024-04-25,99.03,GBP
2024-04-26,98.61,GBP
2024-04-29,98.16,GBP
2024-04-30,97.52,GBP
2024-05-01,98.68,GBP
2024-05-02,98.63,GBP
2024-05-03,100.12,GBP
2024-05-06,101.25,GBP
2024-05-07,100.64,GBP
2024-05-08,100.52,GBP
2024-05-09,99.86,GBP
2024-05-10,100.5,GBP
2024-05-13,99.99,GBP
2024-05-14,99.52,GBP
2024-05-15,97.98,GBP
2024-05-16,97.61,GBP
2024-05-17,97.48,GBP
2024-05-20,97.64,GBP
2024-05-21,97.24,GBP
2024-05-22,96.42,GBP
2024-05-23,96.19,GBP
2024-05-24,96.01,GBP
2024-05-27,95.46,GBP
2024-05-28,95.37,GBP
2024-05-29,94.7,GBP
2024-05-30,95.14,GBP
2024-05-31,94.44,GBP
2024-06-03,93.2,GBP
2024-06-04,92.52,GBP
2024-06-05,92.14,GBP
2024-06-06,90.85,GBP
2024-06-07,89.51,GBP
2024-06-10,90.35,GBP
2024-06-11,89.2,GBP
2024-06-12,89.82,GBP
2024-06-13,89.58,GBP
2024-06-14,89.2,GBP
2024-06-17,89.86,GBP
2024-06-18,91.2,GBP
2024-06-19,89.16,GBP
2024-06-20,89.65,GBP
2024-06-21,90.19,GBP
2024-06-24,90.3,GBP
2024-06-25,89.43,GBP
2024-06-26,89.45,GBP
2024-06-27,88.65,GBP
2024-06-28,88.79,GBP
2024-07-01,88.59,GBP
2024-07-02,88.12,GBP
2024-07-03,88.92,GBP
2024-07-04,90.01,GBP
2024-07-05,89.56,GBP
2024-07-08,89.27,GBP
2024-07-09,89.46,GBP
2024-07-10,90.06,GBP
2024-07-11,89.67,GBP
2024-07-12,89.61,GBP
2024-07-15,91.0,GBP
2024-07-16,92.46,GBP
2024-07-17,92.2,GBP
2024-07-18,92.57,GBP
2024-07-19,93.23,GBP
2024-07-22,93.08,GBP
2024-07-23,92.8,GBP
2024-07-24,91.86,GBP
2024-07-25,91.85,GBP
2024-07-26,90.65,GBP
2024-07-29,91.9,GBP
2024-07-30,91.71,GBP
2024-07-31,91.28,GBP
2024-08-01,90.61,GBP
2024-08-02,90.42,GBP
2024-08-05,91.01,GBP
2024-08-06,91.25,GBP
2024-08-07,90.46,GBP
2024-08-08,91.41,GBP
2024-08-09,91.36,GBP
2024-08-12,92.2,GBP
2024-08-13,90.47,GBP
2024-08-14,91.33,GBP
2024-08-15,91.61,GBP
2024-08-16,91.44,GBP
2024-08-19,91.08,GBP
2024-08-20,91.6,GBP
2024-08-21,92.25,GBP
2024-08-22,91.66,GBP
2024-08-23,92.86,GBP
2024-08-26,92.22,GBP
2024-08-27,92.06,GBP
2024-08-28,91.25,GBP
2024-08-29,92.91,GBP
2024-08-30,93.03,GBP
2024-09-02,94.85,GBP
2024-09-03,95.85,GBP
2024-09-04,95.61,GBP
2024-09-05,93.78,GBP
2024-09-06,94.59,GBP
2024-09-09,93.95,GBP
2024-09-10,94.59,GBP
2024-09-11,94.31,GBP
2024-09-12,93.42,GBP
2024-09-13,92.75,GBP
2024-09-16,92.49,GBP
2024-09-17,92.99,GBP
2024-09-18,93.84,GBP
2024-09-19,94.09,GBP
2024-09-20,93.97,GBP
2024-09-23,94.0,GBP
2024-09-24,93.3,GBP
2024-09-25,95.33,GBP
2024-09-26,96.57,GBP
2024-09-27,97.58,GBP
2024-09-30,97.3,GBP
2024-10-01,96.59,GBP
2024-10-02,96.25,GBP
2024-10-03,95.69,GBP
2024-10-04,96.5,GBP
2024-10-07,96.04,GBP
2024-10-08,98.15,GBP
2024-10-09,98.87,GBP
2024-10-10,99.9,GBP
2024-10-11,100.28,GBP
2024-10-14,99.3,GBP
2024-10-15,98.36,GBP
2024-10-16,98.29,GBP
2024-10-17,98.89,GBP
2024-10-18,98.57,GBP
2024-10-21,99.35,GBP
2024-10-22,99.34,GBP
2024-10-23,100.92,GBP
2024-10-24,101.73,GBP
2024-10-25,100.92,GBP
2024-10-28,101.92,GBP
2024-10-29,102.54,GBP
2024-10-30,102.54,GBP
2024-10-31,102.69,GBP
2024-11-01,103.29,GBP
2024-11-04,102.23,GBP
2024-11-05,101.68,GBP
2024-11-06,102.02,GBP
2024-11-07,101.01,GBP
2024-11-08,101.09,GBP
2024-11-11,102.45,GBP
2024-11-12,103.1,GBP
2024-11-13,103.18,GBP
2024-11-14,102.26,GBP
2024-11-15,103.23,GBP
2024-11-18,102.86,GBP
2024-11-19,101.45,GBP
2024-11-20,102.12,GBP
2024-11-21,101.05,GBP
2024-11-22,99.61,GBP
2024-11-25,98.86,GBP
2024-11-26,100.29,GBP
2024-11-27,99.08,GBP
2024-11-28,99.33,GBP
2024-11-29,100.08,GBP
2024-12-02,99.72,GBP
2024-12-03,100.27,GBP
2024-12-04,100.59,GBP
2024-12-05,100.41,GBP
2024-12-06,100.75,GBP
2024-12-09,100.62,GBP
2024-12-10,101.03,GBP
2024-12-11,101.5,GBP
2024-12-12,102.92,GBP
2024-12-13,102.07,GBP
2024-12-16,100.79,GBP
2024-12-17,100.51,GBP
2024-12-18,101.14,GBP
2024-12-19,100.87,GBP
2024-12-20,100.95,GBP
2024-12-23,100.92,GBP
2024-12-24,101.24,GBP
2024-12-25,99.92,GBP
2024-12-26,99.52,GBP
2024-12-27,99.17,GBP
2024-12-30,99.38,GBP
2024-12-31,100.04,GBP
2025-01-01,100.31,GBP
2025-01-02,99.72,GBP
2025-01-03,99.36,GBP
2025-01-06,100.67,GBP
2025-01-07,101.02,GBP
2025-01-08,101.09,GBP
2025-01-09,101.81,GBP
2025-01-10,102.39,GBP
2025-01-13,101.81,GBP
2025-01-14,103.88,GBP
2025-01-15,103.01,GBP
2025-01-16,102.27,GBP
2025-01-17,102.98,GBP
2025-01-20,102.75,GBP
2025-01-21,102.5,GBP
2025-01-22,100.45,GBP
2025-01-23,100.93,GBP
2025-01-24,100.49,GBP
2025-01-27,100.74,GBP
2025-01-28,101.07,GBP
2025-01-29,101.5,GBP
2025-01-30,101.24,GBP
2025-01-31,100.15,GBP
2025-02-03,99.66,GBP
2025-02-04,100.51,GBP
2025-02-05,100.71,GBP
2025-02-06,101.27,GBP
2025-02-07,100.16,GBP
2025-02-10,101.11,GBP
2025-02-11,101.84,GBP
2025-02-12,102.53,GBP
2025-02-13,102.7,GBP
2025-02-14,102.41,GBP
2025-02-17,103.3,GBP
2025-02-18,103.65,GBP
2025-02-19,102.43,GBP
2025-02-20,101.85,GBP
2025-02-21,102.62,GBP
2025-02-24,102.16,GBP
2025-02-25,101.41,GBP
2025-02-26,102.53,GBP
2025-02-27,101.87,GBP
2025-02-28,100.81,GBP
2025-03-03,100.16,GBP
2025-03-04,98.67,GBP
2025-03-05,100.1,GBP
2025-03-06,101.18,GBP
2025-03-07,100.28,GBP
2025-03-10,99.13,GBP
2025-03-11,100.2,GBP
2025-03-12,99.7,GBP
2025-03-13,98.75,GBP
2025-03-14,98.08,GBP
2025-03-17,97.81,GBP
2025-03-18,98.04,GBP
2025-03-19,98.54,GBP
2025-03-20,97.8,GBP
2025-03-21,97.42,GBP
2025-03-24,97.0,GBP
2025-03-25,96.31,GBP
2025-03-26,96.44,GBP
2025-03-27,96.55,GBP
2025-03-28,96.8,GBP
2025-03-31,96.24,GBP
2025-04-01,97.75,GBP
2025-04-02,98.1,GBP
2025-04-03,98.68,GBP
2025-04-04,100.98,GBP
2025-04-07,102.11,GBP
2025-04-08,102.51,GBP
2025-04-09,102.25,GBP
2025-04-10,102.31,GBP
2025-04-11,103.03,GBP
2025-04-14,103.66,GBP
2025-04-15,103.42,GBP
2025-04-16,102.99,GBP
2025-04-17,104.75,GBP
2025-04-18,104.07,GBP
2025-04-21,103.95,GBP
2025-04-22,103.1,GBP
2025-04-23,103.18,GBP
2025-04-24,103.74,GBP
2025-04-25,104.45,GBP
2025-04-28,103.85,GBP
2025-04-29,103.64,GBP
2025-04-30,103.49,GBP
2025-05-01,102.45,GBP
2025-05-02,102.4,GBP
2025-05-05,102.81,GBP
2025-05-06,104.31,GBP
2025-05-07,103.7,GBP
2025-05-08,103.15,GBP
2025-05-09,102.45,GBP
2025-05-12,104.09,GBP
2025-05-13,103.59,GBP
2025-05-14,104.99,GBP
2025-05-15,104.1,GBP
2025-05-16,104.1,GBP
2025-05-19,103.93,GBP
2025-05-20,104.22,GBP
2025-05-21,104.36,GBP
2025-05-22,103.04,GBP
2025-05-23,102.88,GBP
2025-05-26,103.11,GBP
2025-05-27,103.42,GBP
2025-05-28,103.08,GBP
2025-05-29,104.9,GBP
2025-05-30,105.34,GBP
2025-06-02,104.3,GBP
2025-06-03,103.71,GBP
2025-06-04,103.32,GBP
2025-06-05,103.91,GBP
2025-06-06,103.95,GBP
2025-06-09,103.51,GBP
2025-06-10,102.54,GBP
2025-06-11,103.09,GBP
2025-06-12,103.67,GBP
2025-06-13,103.82,GBP
2025-06-16,104.2,GBP
2025-06-17,103.11,GBP
2025-06-18,102.23,GBP
2025-06-19,102.15,GBP
2025-06-20,102.18,GBP
2025-06-23,102.73,GBP
2025-06-24,103.23,GBP
2025-06-25,102.86,GBP
2025-06-26,104.26,GBP
2025-06-27,103.53,GBP
2025-06-30,103.37,GBP
2025-07-01,102.5,GBP
2025-07-02,102.13,GBP
2025-07-03,102.99,GBP
2025-07-04,103.38,GBP
2025-07-07,103.77,GBP
2025-07-08,104.68,GBP
2025-07-09,102.97,GBP
2025-07-10,101.51,GBP
2025-07-11,101.97,GBP
2025-07-14,101.93,GBP
2025-07-15,101.13,GBP
2025-07-16,101.11,GBP
2025-07-17,99.93,GBP
2025-07-18,99.07,GBP
2025-07-21,100.07,GBP
2025-07-22,99.27,GBP
2025-07-23,99.53,GBP
2025-07-24,99.29,GBP
2025-07-25,98.79,GBP
2025-07-28,99.33,GBP
2025-07-29,99.29,GBP
2025-07-30,97.12,GBP
2025-07-31,96.48,GBP
2025-08-01,96.61,GBP
2025-08-04,95.95,GBP
2025-08-05,96.01,GBP
2025-08-06,95.6,GBP
2025-08-07,95.14,GBP
2025-08-08,95.17,GBP
2025-08-11,97.06,GBP
2025-08-12,96.36,GBP
2025-08-13,97.57,GBP
2025-08-14,97.76,GBP
2025-08-15,97.93,GBP
2025-08-18,98.6,GBP
2025-08-19,98.79,GBP
2025-08-20,99.44,GBP
2025-08-21,99.73,GBP
2025-08-22,100.09,GBP
2025-08-25,100.71,GBP
2025-08-26,100.55,GBP
2025-08-27,101.14,GBP
2025-08-28,99.24,GBP
2025-08-29,99.43,GBP
2025-09-01,98.56,GBP
2025-09-02,98.35,GBP
2025-09-03,98.95,GBP
2025-09-04,98.21,GBP
2025-09-05,99.12,GBP
2025-09-08,99.93,GBP
2025-09-09,99.5,GBP
2025-09-10,98.38,GBP
2025-09-11,97.26,GBP
2025-09-12,96.57,GBP
2025-09-15,97.53,GBP
2025-09-16,95.29,GBP
2025-09-17,96.25,GBP
2025-09-18,97.09,GBP
2025-09-19,98.41,GBP
2025-09-22,98.02,GBP
2025-09-23,96.53,GBP
2025-09-24,97.05,GBP
2025-09-25,98.47,GBP
2025-09-26,97.95,GBP
2025-09-29,97.98,GBP
2025-09-30,98.45,GBP
2025-10-01,98.76,GBP
2025-10-02,99.89,GBP
2025-10-03,99.79,GBP
2025-10-06,98.96,GBP
2025-10-07,98.33,GBP
2025-10-08,98.7,GBP
2025-10-09,97.88,GBP
2025-10-10,98.98,GBP
2025-10-13,98.7,GBP
2025-10-14,98.86,GBP
2025-10-15,99.33,GBP
2025-10-16,98.87,GBP
2025-10-17,98.16,GBP
2025-10-20,99.59,GBP
2025-10-21,99.2,GBP
2025-10-22,100.03,GBP
2025-10-23,99.13,GBP
2025-10-24,98.59,GBP
2025-10-27,99.98,GBP
2025-10-28,99.64,GBP
2025-10-29,99.82,GBP
2025-10-30,99.72,GBP
2025-10-31,101.01,GBP
2025-11-03,101.38,GBP
2025-11-04,101.26,GBP
2025-11-05,100.44,GBP
2025-11-06,101.85,GBP
2025-11-07,102.91,GBP
2025-11-10,101.87,GBP
2025-11-11,101.5,GBP
2025-11-12,100.61,GBP
2025-11-13,99.71,GBP
2025-11-14,99.69,GBP
2025-11-17,99.78,GBP
2025-11-18,100.16,GBP
2025-11-19,100.03,GBP
2025-11-20,101.28,GBP
2025-11-21,100.56,GBP
2025-11-24,100.27,GBP
2025-11-25,100.85,GBP
2025-11-26,102.94,GBP
2025-11-27,103.36,GBP
2025-11-28,103.51,GBP
2025-12-01,103.6,GBP
2025-12-02,101.92,GBP
2025-12-03,101.31,GBP
2025-12-04,101.53,GBP
2025-12-05,100.66,GBP
2025-12-08,101.99,GBP
2025-12-09,101.08,GBP
2025-12-10,100.73,GBP
2025-12-11,99.87,GBP
2025-12-12,101.07,GBP
2025-12-15,101.61,GBP
2025-12-16,102.32,GBP
2025-12-17,101.62,GBP
2025-12-18,100.39,GBP
2025-12-19,99.81,GBP
2025-12-22,100.42,GBP
2025-12-23,101.46,GBP
2025-12-24,101.54,GBP
2025-12-25,100.14,GBP
2025-12-26,100.73,GBP
2025-12-29,100.19,GBP
2025-12-30,99.87,GBP
2025-12-31,100.05,GBP
2026-01-01,100.64,GBP
2026-01-02,100.62,GBP
2026-01-05,99.75,GBP
2026-01-06,100.67,GBP
2026-01-07,102.83,GBP
2026-01-08,103.64,GBP
2026-01-09,103.21,GBP
2026-01-12,103.78,GBP
2026-01-13,104.74,GBP
2026-01-14,105.44,GBP
2026-01-15,106.29,GBP
2026-01-16,104.75,GBP
2026-01-19,104.65,GBP
2026-01-20,106.25,GBP
2026-01-21,106.49,GBP
2026-01-22,105.14,GBP
2026-01-23,104.84,GBP
2026-01-26,105.09,GBP
2026-01-27,105.83,GBP
2026-01-28,106.36,GBP
2026-01-29,107.28,GBP
2026-01-30,107.34,GBP
2026-02-02,108.92,GBP
2026-02-03,107.14,GBP
2026-02-04,106.01,GBP
2026-02-05,104.72,GBP
2026-02-06,104.76,GBP
2026-02-09,104.76,GBP
2026-02-10,104.81,GBP
2026-02-11,105.53,GBP
2026-02-12,104.11,GBP
2026-02-13,105.36,GBP
2026-02-16,104.35,GBP
2026-02-17,104.0,GBP
2026-02-18,103.99,GBP
2026-02-19,104.29,GBP
2026-02-20,104.79,GBP
2026-02-23,104.9,GBP
2026-02-24,105.03,GBP
2026-02-25,106.44,GBP
2026-02-26,105.12,GBP
2026-02-27,105.79,GBP
2026-03-02,106.3,GBP
2026-03-03,106.67,GBP
2026-03-04,107.61,GBP
2026-03-05,107.81,GBP
2026-03-06,108.22,GBP
2026-03-09,109.32,GBP
2026-03-10,109.43,GBP
2026-03-11,110.48,GBP
2026-03-12,110.8,GBP
2026-03-13,111.31,GBP
2026-03-16,110.73,GBP
2026-03-17,111.74,GBP
2026-03-18,110.07,GBP
2026-03-19,109.87,GBP
2026-03-20,109.4,GBP
2026-03-23,109.65,GBP
2026-03-24,110.58,GBP
2026-03-25,110.4,GBP
2026-03-26,112.35,GBP
2026-03-27,111.16,GBP
2026-03-30,110.83,GBP
2026-03-31,108.73,GBP
2026-04-01,108.57,GBP
2026-04-02,108.61,GBP
2026-04-03,109.27,GBP
2026-04-06,109.08,GBP
2026-04-07,109.79,GBP
2026-04-08,110.12,GBP
2026-04-09,109.77,GBP
2026-04-10,109.55,GBP
2026-04-13,109.71,GBP
2026-04-14,110.8,GBP
2026-04-15,112.43,GBP
2026-04-16,113.06,GBP
2026-04-17,113.15,GBP
2026-04-20,111.9,GBP
2026-04-21,110.56,GBP
2026-04-22,111.12,GBP
2026-04-23,110.54,GBP
2026-04-24,110.71,GBP
2026-04-27,109.82,GBP
2026-04-28,109.95,GBP
2026-04-29,110.88,GBP
2026-04-30,112.39,GBP
2026-05-01,113.27,GBP
2026-05-04,113.83,GBP
2026-05-05,115.87,GBP
2026-05-06,116.59,GBP
2026-05-07,114.71,GBP
2026-05-08,114.04,GBP
2026-05-11,112.68,GBP
2026-05-12,112.98,GBP
2026-05-13,112.87,GBP
2026-05-14,112.53,GBP
2026-05-15,113.21,GBP
2026-05-18,112.38,GBP
2026-05-19,111.91,GBP
2026-05-20,108.96,GBP
2026-05-21,108.39,GBP
2026-05-22,110.36,GBP
2026-05-25,110.6,GBP
2026-05-26,109.93,GBP
2026-05-27,111.23,GBP
2026-05-28,111.12,GBP
2026-05-29,109.7,GBP
2026-06-01,111.51,GBP
2026-06-02,111.91,GBP
2026-06-03,110.99,GBP
2026-06-04,113.55,GBP
2026-06-05,114.7,GBP
2026-06-08,117.48,GBP
2026-06-09,118.91,GBP
2026-06-10,117.45,GBP
2026-06-11,116.87,GBP
2026-06-12,116.18,GBP
2026-06-15,117.03,GBP
2026-06-16,118.05,GBP
2026-06-17,119.25,GBP
2026-06-18,119.96,GBP
2026-06-19,118.81,GBP
2026-06-22,120.64,GBP
2026-06-23,119.78,GBP
2026-06-24,120.51,GBP
2026-06-25,120.84,GBP
2026-06-26,121.46,GBP
2026-06-29,122.12,GBP
2026-06-30,122.35,GBP
2026-07-01,123.48,GBP
2026-07-02,125.16,GBP
2026-07-03,126.03,GBP
2026-07-06,125.19,GBP
2026-07-07,123.9,GBP
2026-07-08,123.89,GBP
2026-07-09,124.57,GBP
2026-07-10,123.67,GBP
2026-07-13,124.0,GBP
2026-07-14,125.19,GBP
2026-07-15,124.35,GBP
2026-07-16,125.38,GBP
2026-07-17,124.26,GBP
2026-07-20,124.34,GBP
2026-07-21,121.95,GBP
2026-07-22,122.85,GBP
2026-07-23,123.71,GBP
2026-07-24,123.88,GBP
2026-07-27,123.75,GBP
2026-07-28,121.7,GBP
2026-07-29,124.14,GBP
